년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
2021-05,제주시,이도2동,중식 음식점업,3998,116553544,58513305.929,2021-07-28
2021-05,제주시,이도2동,차량용 가스 충전업,139,18742080,58513305.929,2021-07-28
2021-05,제주시,일도1동,중식 음식점업,603,15563700,3029011.34,2021-07-28
2021-05,제주시,일도1동,전시 및 행사 대행업,386,8398500,3029011.34,2021-07-28
2021-05,제주시,일도1동,일식 음식점업,1157,45649540,3029011.34,2021-07-28
2021-05,제주시,일도1동,일반유흥 주점업,31,3750000,3029011.34,2021-07-28
2021-05,제주시,일도1동,육류 소매업,1381,71245595,3029011.34,2021-07-28
2021-05,제주시,일도1동,욕탕업,26,504500,3029011.34,2021-07-28
2021-05,제주시,일도1동,체인화 편의점,7665,75222160,3029011.34,2021-07-28
2021-05,제주시,일도1동,여행사업,229,9128000,3029011.34,2021-07-28
2021-05,제주시,일도1동,스포츠 및 레크레이션 용품 임대업,7671,931797970,3029011.34,2021-07-28
2021-05,제주시,일도1동,슈퍼마켓,605,6929040,3029011.34,2021-07-28
2021-05,제주시,일도1동,수산물 소매업,9663,644359610,3029011.34,2021-07-28
2021-05,제주시,일도1동,서양식 음식점업,3142,75333150,3029011.34,2021-07-28
2021-05,제주시,일도1동,빵 및 과자류 소매업,2936,78259200,3029011.34,2021-07-28
2021-05,제주시,일도1동,비알콜 음료점업,1700,23004320,3029011.34,2021-07-28
2021-05,제주시,일도1동,여관업,230,10954400,3029011.34,2021-07-28
2021-05,제주시,일도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",1846,18051100,3029011.34,2021-07-28
2021-05,제주시,일도1동,한식 음식점업,7666,226485269,3029011.34,2021-07-28
2021-05,제주시,일도1동,호텔업,42,2822390,3029011.34,2021-07-28
2021-05,제주시,일도2동,수산물 소매업,384,37846280,28023646.513,2021-07-28
2021-05,제주시,일도2동,서양식 음식점업,2062,53084720,28023646.513,2021-07-28
2021-05,제주시,일도2동,빵 및 과자류 소매업,5564,94101635,28023646.513,2021-07-28
2021-05,제주시,일도2동,비알콜 음료점업,3601,42557660,28023646.513,2021-07-28
2021-05,제주시,일도2동,마사지업,16,1490000,28023646.513,2021-07-28
2021-05,제주시,일도2동,기타음식료품위주종합소매업,1,38800,28023646.513,2021-07-28
2021-05,제주시,일도2동,기타 주점업,554,112295900,28023646.513,2021-07-28
2021-05,제주시,일도2동,기타 외국식 음식점업,612,23602800,28023646.513,2021-07-28
2021-05,제주시,일도2동,기타 대형 종합 소매업,2795,90746380,28023646.513,2021-07-28
2021-05,제주시,일도2동,그외 기타 종합 소매업,22739,1744509040,28023646.513,2021-07-28
2021-05,제주시,일도2동,그외 기타 스포츠시설 운영업,3,26000,28023646.513,2021-07-28
2021-05,제주시,일도2동,관광 민예품 및 선물용품 소매업,3,58000,28023646.513,2021-07-28
2021-05,제주시,일도2동,과실 및 채소 소매업,2068,127160720,28023646.513,2021-07-28
2021-05,제주시,일도2동,건강보조식품 소매업,17,3521500,28023646.513,2021-07-28
2021-05,제주시,일도1동,화장품 및 방향제 소매업,568,19154650,3029011.34,2021-07-28
2021-05,제주시,일도1동,기타음식료품위주종합소매업,2,1550400,3029011.34,2021-07-28
2021-05,제주시,일도2동,스포츠 및 레크레이션 용품 임대업,892,73551534,28023646.513,2021-07-28
2021-05,제주시,일도1동,기타 주점업,44,5800000,3029011.34,2021-07-28
2021-05,제주시,일도1동,그외 기타 종합 소매업,5,720000,3029011.34,2021-07-28
2021-05,제주시,이호동,서양식 음식점업,2200,28921360,5067114.096,2021-07-28
2021-05,제주시,이호동,빵 및 과자류 소매업,251,2865980,5067114.096,2021-07-28
2021-05,제주시,이호동,비알콜 음료점업,382,4006830,5067114.096,2021-07-28
2021-05,제주시,이호동,기타음식료품위주종합소매업,1,37500,5067114.096,2021-07-28
2021-05,제주시,이호동,기타 수상오락 서비스업,9,6000000,5067114.096,2021-07-28
2021-05,제주시,이호동,그외 기타 종합 소매업,1,30000,5067114.096,2021-07-28
2021-05,제주시,이호동,수산물 소매업,215,20105300,5067114.096,2021-07-28
2021-05,제주시,이호동,관광 민예품 및 선물용품 소매업,264,7448000,5067114.096,2021-07-28
2021-05,제주시,이호동,건강보조식품 소매업,7,4582050,5067114.096,2021-07-28
2021-05,제주시,이도2동,화장품 및 방향제 소매업,827,85796370,58513305.929,2021-07-28
2021-05,제주시,이도2동,한식 음식점업,63645,2486184243,58513305.929,2021-07-28
2021-05,제주시,이도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",12150,176010800,58513305.929,2021-07-28
2021-05,제주시,이도2동,체인화 편의점,62638,559380800,58513305.929,2021-07-28
2021-05,제주시,이도2동,차량용 주유소 운영업,9869,498695339,58513305.929,2021-07-28
2021-05,제주시,이호동,과실 및 채소 소매업,14,8166430,5067114.096,2021-07-28
2021-05,제주시,이호동,슈퍼마켓,1282,21763460,5067114.096,2021-07-28
2021-05,제주시,이호동,스포츠 및 레크레이션 용품 임대업,219,8316000,5067114.096,2021-07-28
2021-05,제주시,이호동,여관업,178,17179195,5067114.096,2021-07-28
2021-05,제주시,일도1동,관광 민예품 및 선물용품 소매업,409,24794760,3029011.34,2021-07-28
2021-05,제주시,일도1동,과실 및 채소 소매업,4706,262193100,3029011.34,2021-07-28
2021-05,제주시,일도1동,건강보조식품 소매업,144,8785000,3029011.34,2021-07-28
2021-05,제주시,이호동,화장품 및 방향제 소매업,4,1320600,5067114.096,2021-07-28
2021-05,제주시,이호동,한식 음식점업,2701,150669420,5067114.096,2021-07-28
2021-05,제주시,이호동,체인화 편의점,9675,89261000,5067114.096,2021-07-28
2021-05,제주시,이호동,차량용 주유소 운영업,4090,183817896,5067114.096,2021-07-28
2021-05,제주시,이호동,차량용 가스 충전업,71,6984720,5067114.096,2021-07-28
2021-05,제주시,이호동,중식 음식점업,308,7904000,5067114.096,2021-07-28
2021-05,제주시,이호동,전시 및 행사 대행업,22,4105800,5067114.096,2021-07-28
2021-05,제주시,이호동,자동차 임대업,2083,357643541,5067114.096,2021-07-28
2021-05,제주시,이호동,일식 음식점업,73,2432000,5067114.096,2021-07-28
2021-05,제주시,이호동,육류 소매업,79,23745013,5067114.096,2021-07-28
2021-05,제주시,이호동,욕탕업,112,2282000,5067114.096,2021-07-28
2021-05,제주시,이호동,여행사업,11,2640400,5067114.096,2021-07-28
2021-05,제주시,일도1동,기타 외국식 음식점업,308,7424014,3029011.34,2021-07-28
2021-05,제주시,봉개동,서양식 음식점업,1281,23820250,7020734.635,2021-07-28
2021-05,서귀포시,예래동,일식 음식점업,334,44736900,8486997.586000001,2021-07-28
2021-05,제주시,봉개동,비알콜 음료점업,2161,17072340,7020734.635,2021-07-28
2021-05,서귀포시,송산동,과실 및 채소 소매업,10444,421126479,23649121.27,2021-07-28
2021-05,서귀포시,송산동,건강보조식품 소매업,95,24888830,23649121.27,2021-07-28
2021-05,서귀포시,성산읍,휴양콘도 운영업,2033,251206148,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,화장품 및 방향제 소매업,197,7430630,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,호텔업,15,770000,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,한식 음식점업,29752,1416166268,18721767.167,2021-07-28
2021-05,서귀포시,송산동,관광 민예품 및 선물용품 소매업,2038,56294538,23649121.27,2021-07-28
2021-05,서귀포시,성산읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",1640,29918900,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,차량용 주유소 운영업,8523,435306069,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,차량용 가스 충전업,178,32140580,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,중식 음식점업,2267,59680200,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,전시 및 행사 대행업,4213,181175210,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,일식 음식점업,1344,109006500,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,일반유흥 주점업,205,47824000,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,체인화 편의점,32160,336986930,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,육류 소매업,173,18924830,18721767.167,2021-07-28
2021-05,서귀포시,송산동,그외 기타 종합 소매업,27,5305000,23649121.27,2021-07-28
2021-05,서귀포시,송산동,기타 외국식 음식점업,1798,76540600,23649121.27,2021-07-28
2021-05,서귀포시,송산동,일반유흥 주점업,1112,291609753,23649121.27,2021-07-28
2021-05,서귀포시,송산동,육류 소매업,3951,304686054,23649121.27,2021-07-28
2021-05,서귀포시,송산동,욕탕업,115,933500,23649121.27,2021-07-28
2021-05,서귀포시,송산동,여행사업,80,15062500,23649121.27,2021-07-28
2021-05,서귀포시,송산동,여관업,2968,270507326,23649121.27,2021-07-28
2021-05,서귀포시,송산동,스포츠 및 레크레이션 용품 임대업,4002,436531900,23649121.27,2021-07-28
2021-05,서귀포시,송산동,기타 대형 종합 소매업,8296,464135930,23649121.27,2021-07-28
2021-05,서귀포시,송산동,슈퍼마켓,32313,1081349182,23649121.27,2021-07-28
2021-05,서귀포시,송산동,서양식 음식점업,11052,242643589,23649121.27,2021-07-28
2021-05,서귀포시,송산동,빵 및 과자류 소매업,9271,150694420,23649121.27,2021-07-28
2021-05,서귀포시,송산동,비알콜 음료점업,9926,96454690,23649121.27,2021-07-28
2021-05,서귀포시,송산동,마사지업,5,326000,23649121.27,2021-07-28
2021-05,서귀포시,송산동,기타음식료품위주종합소매업,11053,535647450,23649121.27,2021-07-28
2021-05,서귀포시,송산동,기타 주점업,536,97502100,23649121.27,2021-07-28
2021-05,서귀포시,송산동,수산물 소매업,6160,511572748,23649121.27,2021-07-28
2021-05,서귀포시,성산읍,욕탕업,146,4133100,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,여행사업,3,6770000,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,여관업,2025,213891740,18721767.167,2021-07-28
2021-05,서귀포시,서홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",634,11118950,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,체인화 편의점,11468,104318990,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,차량용 주유소 운영업,2420,137425522,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,차량용 가스 충전업,159,25950070,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,중식 음식점업,554,12408000,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,전시 및 행사 대행업,78,1333700,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,한식 음식점업,5114,189680868,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,일식 음식점업,219,9695900,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,여관업,11,1297000,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,스포츠 및 레크레이션 용품 임대업,19,20077200,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,슈퍼마켓,434,7079400,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,수산물 소매업,81,13882000,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,서양식 음식점업,2546,42737750,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,빵 및 과자류 소매업,758,10845700,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,욕탕업,256,2195200,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,호텔업,200,17133909,7975380.075,2021-07-28
2021-05,서귀포시,성산읍,건강보조식품 소매업,30,2479000,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,과실 및 채소 소매업,1613,116785200,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,스포츠 및 레크레이션 용품 임대업,430,30833200,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,슈퍼마켓,11389,500811232,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,수산물 소매업,1434,133195500,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,서양식 음식점업,7550,162185980,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,빵 및 과자류 소매업,3139,51197680,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,비알콜 음료점업,5256,75905552,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,면세점,100,10666890,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,기타음식료품위주종합소매업,9091,464119200,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,기타 주점업,80,11540000,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,기타 외국식 음식점업,432,25636500,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,기타 수상오락 서비스업,6,1999000,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,그외 기타 종합 소매업,7,3145000,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,그외 기타 스포츠시설 운영업,161,14335000,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,그외 기타 분류안된 오락관련 서비스업,105,1705700,18721767.167,2021-07-28
2021-05,서귀포시,성산읍,관광 민예품 및 선물용품 소매업,1109,30400850,18721767.167,2021-07-28
2021-05,서귀포시,송산동,일식 음식점업,6514,472659700,23649121.27,2021-07-28
2021-05,서귀포시,서홍동,비알콜 음료점업,2605,20437500,7975380.075,2021-07-28
2021-05,서귀포시,송산동,전시 및 행사 대행업,181,7995100,23649121.27,2021-07-28
2021-05,서귀포시,송산동,차량용 가스 충전업,677,36708395,23649121.27,2021-07-28
2021-05,서귀포시,영천동,육류 소매업,771,44258900,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,여관업,221,18372394,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,스포츠 및 레크레이션 용품 임대업,256,20720100,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,슈퍼마켓,11434,1085877209,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,수산물 소매업,24,7256000,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,서양식 음식점업,1217,19656439,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,전시 및 행사 대행업,368,8196800,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,빵 및 과자류 소매업,735,8327750,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,기타음식료품위주종합소매업,6806,344294700,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,그외 기타 종합 소매업,14,742920,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,관광 민예품 및 선물용품 소매업,54,1780000,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,과실 및 채소 소매업,108,19839000,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,골프장 운영업,1284,362720620,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,건강보조식품 소매업,10,7957800,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,비알콜 음료점업,2143,13038900,6374814.737000001,2021-07-28
2021-05,서귀포시,안덕면,휴양콘도 운영업,6169,1608266376,24302990.333,2021-07-28
2021-05,서귀포시,영천동,중식 음식점업,680,21546100,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,차량용 주유소 운영업,9354,546003700,6374814.737000001,2021-07-28
2021-05,서귀포시,예래동,슈퍼마켓,498,8629020,8486997.586000001,2021-07-28
2021-05,서귀포시,예래동,수산물 소매업,394,32853600,8486997.586000001,2021-07-28
2021-05,서귀포시,예래동,서양식 음식점업,10472,435204503,8486997.586000001,2021-07-28
2021-05,서귀포시,예래동,빵 및 과자류 소매업,541,7857900,8486997.586000001,2021-07-28
2021-05,서귀포시,예래동,비알콜 음료점업,215,1683700,8486997.586000001,2021-07-28
2021-05,서귀포시,예래동,기타음식료품위주종합소매업,39,2828000,8486997.586000001,2021-07-28
2021-05,서귀포시,영천동,차량용 가스 충전업,98,14020200,6374814.737000001,2021-07-28
2021-05,서귀포시,예래동,기타 외국식 음식점업,108,2854000,8486997.586000001,2021-07-28
2021-05,서귀포시,예래동,관광 민예품 및 선물용품 소매업,307,6627200,8486997.586000001,2021-07-28
2021-05,서귀포시,예래동,과실 및 채소 소매업,148,18376000,8486997.586000001,2021-07-28
2021-05,서귀포시,예래동,골프장 운영업,2938,585121900,8486997.586000001,2021-07-28
2021-05,서귀포시,영천동,호텔업,1994,159033332,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,한식 음식점업,6519,256765350,6374814.737000001,2021-07-28
2021-05,서귀포시,영천동,체인화 편의점,7730,79025240,6374814.737000001,2021-07-28
2021-05,서귀포시,예래동,그외 기타 종합 소매업,3,17290000,8486997.586000001,2021-07-28
2021-05,서귀포시,안덕면,화장품 및 방향제 소매업,2318,61052290,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,한식 음식점업,24634,1337786229,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",439,5477900,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,기타 수상오락 서비스업,4,245000,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,그외 기타 종합 소매업,3,2300000,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,그외 기타 스포츠시설 운영업,195,12041400,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,그외 기타 분류안된 오락관련 서비스업,8,445000,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,관광 민예품 및 선물용품 소매업,748,28769295,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,과실 및 채소 소매업,796,51323400,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,기타 외국식 음식점업,522,24510100,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,골프장 운영업,5963,1577952992,24302990.333,2021-07-28
2021-05,서귀포시,송산동,화장품 및 방향제 소매업,836,68732700,23649121.27,2021-07-28
2021-05,서귀포시,송산동,호텔업,2002,160318332,23649121.27,2021-07-28
2021-05,서귀포시,송산동,한식 음식점업,57643,2448864287,23649121.27,2021-07-28
2021-05,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",10652,151804430,23649121.27,2021-07-28
2021-05,서귀포시,송산동,체인화 편의점,66629,668772160,23649121.27,2021-07-28
2021-05,서귀포시,송산동,차량용 주유소 운영업,13528,762240028,23649121.27,2021-07-28
2021-05,서귀포시,안덕면,건강보조식품 소매업,2,570000,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,기타 주점업,51,7553000,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,기타음식료품위주종합소매업,4544,210385160,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,비알콜 음료점업,3278,43294670,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,체인화 편의점,30080,341816510,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,차량용 주유소 운영업,9408,519936122,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,차량용 가스 충전업,78,8521348,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,중식 음식점업,1963,63174317,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,전시 및 행사 대행업,9705,273912690,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,일식 음식점업,464,31408800,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,일반유흥 주점업,5,1090000,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,육류 소매업,401,35229254,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,욕탕업,807,19186500,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,여관업,512,47353212,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,스포츠 및 레크레이션 용품 임대업,72,14882000,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,슈퍼마켓,1736,36559080,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,수산물 소매업,443,32466100,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,서양식 음식점업,12672,324931157,24302990.333,2021-07-28
2021-05,서귀포시,안덕면,빵 및 과자류 소매업,693,11676280,24302990.333,2021-07-28
2021-05,서귀포시,송산동,중식 음식점업,4560,130671540,23649121.27,2021-07-28
2021-05,서귀포시,서홍동,내항 여객 운송업,499,42941900,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,기타음식료품위주종합소매업,83,6761510,7975380.075,2021-07-28
2021-05,서귀포시,서홍동,기타 외국식 음식점업,466,8564000,7975380.075,2021-07-28
2021-05,서귀포시,대륜동,전시 및 행사 대행업,875,19653300,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,일식 음식점업,1093,80927200,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,일반유흥 주점업,34,2271000,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,육류 소매업,74,7153400,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,여관업,1422,244692034,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,스포츠 및 레크레이션 용품 임대업,10,2235000,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,중식 음식점업,1273,32749350,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,슈퍼마켓,1949,47080650,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,서양식 음식점업,5393,129117600,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,빵 및 과자류 소매업,2604,46255220,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,비알콜 음료점업,3402,31568568,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,마사지업,3,560000,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,내항 여객 운송업,1,18800,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,기타음식료품위주종합소매업,6330,216934750,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,수산물 소매업,63,5426000,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,기타 주점업,10,4940000,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,차량용 주유소 운영업,6551,348184543,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,"피자, 햄버거, 샌드위치 및 유사 음식점업",434,10085880,18025981.98,2021-07-28
2021-05,서귀포시,대정읍,빵 및 과자류 소매업,6093,106301654,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,비알콜 음료점업,3638,42208270,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,기타음식료품위주종합소매업,7762,405568960,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,기타 주점업,158,31290000,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,기타 외국식 음식점업,127,2212500,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,그외 기타 종합 소매업,8,1445000,22252552.961999997,2021-07-28
2021-05,서귀포시,대륜동,체인화 편의점,19519,182831630,18025981.98,2021-07-28
2021-05,서귀포시,대정읍,그외 기타 스포츠시설 운영업,4,360000,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,197,6366400,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,과실 및 채소 소매업,671,40417560,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,건강보조식품 소매업,37,7708380,22252552.961999997,2021-07-28
2021-05,서귀포시,대륜동,화장품 및 방향제 소매업,5,897000,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,호텔업,26,6388380,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,한식 음식점업,14994,592952000,18025981.98,2021-07-28
2021-05,서귀포시,대정읍,그외 기타 분류안된 오락관련 서비스업,10,447600,22252552.961999997,2021-07-28
2021-05,서귀포시,대륜동,기타 외국식 음식점업,657,19566000,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,기타 대형 종합 소매업,20880,1419948630,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,그외 기타 종합 소매업,34,24160000,18025981.98,2021-07-28
2021-05,서귀포시,남원읍,수산물 소매업,254,37659010,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,서양식 음식점업,4044,98269580,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,빵 및 과자류 소매업,1362,21131560,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,비알콜 음료점업,2052,20781280,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,기타음식료품위주종합소매업,7999,347892570,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,기타 주점업,108,19665000,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,슈퍼마켓,5976,123494280,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,기타 외국식 음식점업,35,781000,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,그외 기타 종합 소매업,9,2380000,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,28,684000,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,과실 및 채소 소매업,849,57857990,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,골프장 운영업,5645,937889011,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,건강보조식품 소매업,9,1319900,17747944.663,2021-07-28
2021-05,제주시,화북동,한식 음식점업,12021,424927416,26653566.751,2021-07-28
2021-05,서귀포시,남원읍,기타 수상오락 서비스업,3,570000,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,322,17987300,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,여관업,1056,179048939,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,욕탕업,34,318000,17747944.663,2021-07-28
2021-05,서귀포시,대륜동,관광 민예품 및 선물용품 소매업,1,7000,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,과실 및 채소 소매업,861,75649200,18025981.98,2021-07-28
2021-05,서귀포시,대륜동,건강보조식품 소매업,29,16010000,18025981.98,2021-07-28
2021-05,서귀포시,남원읍,휴양콘도 운영업,5071,1100465891,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,화장품 및 방향제 소매업,173,4947870,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,한식 음식점업,11751,508736053,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",732,10828500,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,체인화 편의점,13392,149897220,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,차량용 주유소 운영업,6621,347267827,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,차량용 가스 충전업,201,33407440,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,중식 음식점업,904,25783000,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,전시 및 행사 대행업,4247,122555200,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,일식 음식점업,745,69011300,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,일반유흥 주점업,69,13365075,17747944.663,2021-07-28
2021-05,서귀포시,남원읍,육류 소매업,754,49472776,17747944.663,2021-07-28
2021-05,서귀포시,대정읍,서양식 음식점업,9109,202450460,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,수산물 소매업,1037,81753360,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,슈퍼마켓,17850,751047543,22252552.961999997,2021-07-28
2021-05,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,708,42835000,22252552.961999997,2021-07-28
2021-05,서귀포시,동홍동,수산물 소매업,552,47245600,20742344.206,2021-07-28
2021-05,서귀포시,동홍동,서양식 음식점업,3870,69989740,20742344.206,2021-07-28
2021-05,서귀포시,동홍동,빵 및 과자류 소매업,1996,23441680,20742344.206,2021-07-28
2021-05,서귀포시,동홍동,비알콜 음료점업,2861,20596970,20742344.206,2021-07-28
2021-05,서귀포시,동홍동,마사지업,3,176000,20742344.206,2021-07-28
2021-05,서귀포시,동홍동,기타음식료품위주종합소매업,1577,50391040,20742344.206,2021-07-28
2021-05,서귀포시,동홍동,슈퍼마켓,22385,855986322,20742344.206,2021-07-28
2021-05,서귀포시,동홍동,기타 외국식 음식점업,1299,51628500,20742344.206,2021-07-28
